순번,Circuit,WD 종류,WD Page,Cable Type,From Deck,From Room,From Equipment,To Deck,To Room,To Equipment,Main-SubSystem,길이,가닥수,총길이,From Node,From Length,To Node,To Length,POR Area,SET Area,SET Deck,SET Block,SET Node,S-From Length,S-ToLength,잉여POR,잉여전용량,Cut_div,GroupCircuit,CASING사급,Drum Ser,Drum Seq,Deck PATH,Block PATH,Node PATH,RMK1,RMK2,CUT_NOD,POR_DIV,단위중량,Upper_blk,Stage,DP,From장비Tag,To장비Tag,CheckNode,길이Node,checked,memo,memodate,update_at,setb,setnode_f,setnode_t,list_node,list_BlockPATH,reverse
427,A-GD2-5B,CONT,164,HLTRS1,EC,,G-JB-EC,EC,,HC GAS DETECTOR,/,9,1,9,ECAP0218,2,ECAP0179,1.6,E,M31A0,M31A0,M31A0,ECAP0179,7,1.6,,0,C,,CASING사급,ECEE,AA,EC(8.55),M31A0(8.55),ECAP0218 ECAP0217 ECAP0222 ECAP0196 ECAP0179  ,,,X1,발행,0.140,,L,M31A0L540003,E412EEGJBEC,B048CCGD2102,,       F-(      2)-ECAP0218-(   2.82)-ECAP0217-(   3.14)-ECAP0222-(   4.59)-ECAP0196-(   6.95)-ECAP0179-(   8.55)-T       ,,,,,,,,,,
428,A-GD2-5C,CONT,164,HLTRS1,EC,,G-JB-EC,EC,,HC GAS DETECTOR,/,28,1,28,ECAP0218,2,ECAS0135,1.5,E,M31A0,M31A0,M31A0,ECAP0218,2,25.8,,0,C,,CASING사급,ECEE,AA,EC(27.79),M31A0(27.79),ECAP0218 ECAP0219 ECAP0220 ECAP0221 ECAP0233 ECAP0251 ECAP0250 ECAP0249 ECAP0248 ECAP0247 ECAP0246 ECAS0092 ECAS0091 ECAS0090 ECAS0089 ECAS0149 ECAS0135  ,,,X1,발행,0.140,,L,M31A0L540003,E412EEGJBEC,B048CCGD2103,,       F-(      2)-ECAP0218-(   2.98)-ECAP0219-(    3.3)-ECAP0220-(    4.8)-ECAP0221-(   8.43)-ECAP0233-(  10.61)-ECAP0251-(  10.73)-ECAP0250-(  11.09)-ECAP0249-(  11.24)-ECAP0248-(  12.36)-ECAP0247-(  13.24)-ECAP0246-(  14.17)-ECAS0092-(  15.28)-ECAS0091-(  15.41)-ECAS0090-(  16.47)-ECAS0089-(  20.61)-ECAS0149-(  26.29)-ECAS0135-(  27.79)-T       ,,,,,,,,,,
429,A-GD2-5D,CONT,164,HLTRS1,EC,,G-JB-EC,EC,,HC GAS DETECTOR,/,18,1,18,ECAP0218,2,ECAP0274,1.5,E,M31A0,M31A0,M31A0,ECAP0218,2,15.2,,0,C,,CASING사급,ECEE,AA,EC(17.15),M31A0(17.15),ECAP0218 ECAP0219 ECAP0220 ECAP0221 ECAP0233 ECAP0267 ECAP0274  ,,,X1,발행,0.140,,L,M31A0L540003,E412EEGJBEC,B048CCGD2104,,       F-(      2)-ECAP0218-(   2.98)-ECAP0219-(    3.3)-ECAP0220-(    4.8)-ECAP0221-(   8.43)-ECAP0233-(  13.62)-ECAP0267-(  15.65)-ECAP0274-(  17.15)-T       ,,,,,,,,,,
430,A-GD2-6,CONT,164,HLTRS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,EF,,GAS DETECTOR,/,52,1,52,AUFP025D,3.7,EFFP0177,2.2,E,E31S0,E31S0,E31S0,E3FS025A,18.4,33.3,,0,C,,,ECEF,BA,AU(8.17) E2(10.19) E3(6.37) EF(26.9),H11P0(8.17) E51P0(10.19) E41S0(6.37) E31S0(12.73) E20C0(1.21) E21S0(12.96),AUFP025D AUFP2184 E2FP225B E2FP225B E2FP2105 E2FP2104 E2FP2002 E2FP2100 E2FP2090 E2FP2089 E2FP2088 E2FP2001 E2FP2087 E3FS025A E3FS2013 E3FS2012 E3FS2011 E3FS2010 EFFS025A EFFS0068 EFFS0067 EFFS0066 EFFS0014 EFFS0013 EFFS0012 EFFS0011 EFFS0010 EFFS0030 EFFS0031 EFFS0117 EFFS0032 EFFS0033 EFFS0034 EFFP0153 EFFP0159 EFFP0176 EFFP0177  ,,,C149,수정,0.140,E21S0,J,E41S0J540003,B048AAGASPNL,B048CCGD2105,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   8.17)-E2FP225B-(   9.83)-E2FP2105-(  10.75)-E2FP2104-(  10.81)-E2FP2002-(  11.15)-E2FP2100-(  15.58)-E2FP2090-(  16.28)-E2FP2089-(     17)-E2FP2088-(  17.62)-E2FP2001-(  17.92)-E2FP2087-(  18.36)-E3FS025A-(  19.23)-E3FS2013-(  22.01)-E3FS2012-(  23.11)-E3FS2011-(  24.43)-E3FS2010-(  24.73)-EFFS025A-(  28.34)-EFFS0068-(  29.38)-EFFS0067-(  30.61)-EFFS0066-(  35.46)-EFFS0014-(  37.15)-EFFS0013-(  37.46)-EFFS0012-(  38.52)-EFFS0011-(  38.67)-EFFS0010-(  39.99)-EFFS0030-(  40.33)-EFFS0031-(  41.03)-EFFS0117-(  44.43)-EFFS0032-(  44.73)-EFFS0033-(  44.84)-EFFS0034-(  46.53)-EFFP0153-(  48.13)-EFFP0159-(  48.63)-EFFP0176-(  49.43)-EFFP0177-(  51.63)-T       ,,,,,,,,,,
431,A-GD2-7,CONT,164,HLTRS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,EF,,GAS DETECTOR,/,63,1,63,AUFP025D,3.7,EFAP0365,2.3,E,E32P0,E32P0,E32P0,E3FS025A,18.4,43.9,,0,C,,,ECEF,BA,AU(8.17) E2(10.19) E3(6.37) EF(37.51),H11P0(8.17) E51P0(10.19) E41S0(6.37) E31S0(3.97) E31P0(14.05) E32P0(13.04) E23P0(2.93) E22P0(3.52),AUFP025D AUFP2184 E2FP225B E2FP225B E2FP2105 E2FP2104 E2FP2002 E2FP2100 E2FP2090 E2FP2089 E2FP2088 E2FP2001 E2FP2087 E3FS025A E3FS2013 E3FS2012 E3FS2011 E3FS2010 EFFS025A EFFS0068 EFFS0069 EFJBJ019 EFFP0178 EFFP0179 EFFP0180 EFFP0195 EFFP0196 EFFP0197 EFFP0199 EFFP0200 EFFP0222 EFFP0223 EFFP0224 EFFP0225 EFFP0226 EFJBJ016 EFAP0338 EFAP0339 EFAP0340 EFAP0358 EFAP0356 EFAP0370 EFAP0369 EFAP0372 EFAP0371 EFJBJ006 EFAP0366 EFAP0365  ,,,C149,수정,0.140,E31P0,J,E41S0J540003,B048AAGASPNL,B048CCGD2106,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   8.17)-E2FP225B-(   9.83)-E2FP2105-(  10.75)-E2FP2104-(  10.81)-E2FP2002-(  11.15)-E2FP2100-(  15.58)-E2FP2090-(  16.28)-E2FP2089-(     17)-E2FP2088-(  17.62)-E2FP2001-(  17.92)-E2FP2087-(  18.36)-E3FS025A-(  19.23)-E3FS2013-(  22.01)-E3FS2012-(  23.11)-E3FS2011-(  24.43)-E3FS2010-(  24.73)-EFFS025A-(  28.34)-EFFS0068-(  28.54)-EFFS0069-(   28.7)-EFJBJ019-(  29.18)-EFFP0178-(  29.96)-EFFP0179-(  32.74)-EFFP0180-(   34.1)-EFFP0195-(  34.39)-EFFP0196-(  34.55)-EFFP0197-(  35.35)-EFFP0199-(  38.45)-EFFP0200-(  38.63)-EFFP0222-(  39.35)-EFFP0223-(  41.99)-EFFP0224-(  42.11)-EFFP0225-(  42.55)-EFFP0226-(  42.75)-EFJBJ016-(  45.09)-EFAP0338-(  45.59)-EFAP0339-(  45.79)-EFAP0340-(  46.81)-EFAP0358-(  48.13)-EFAP0356-(  55.79)-EFAP0370-(  56.57)-EFAP0369-(  58.08)-EFAP0372-(  58.38)-EFAP0371-(  58.72)-EFJBJ006-(  58.84)-EFAP0366-(  59.94)-EFAP0365-(  62.24)-T       ,,,,,,,,,,
432,A-GD2-8,CONT,164,HLTRS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,EF,,GAS DETECTOR,/,51,1,51,AUFP025D,3.7,EFFP0220,10,E,E31P0,E31P0,E31P0,E3FS025A,18.4,32.3,,0,C,,,ECEF,BA,AU(8.17) E2(10.19) E3(6.37) EF(25.9),H11P0(8.17) E51P0(10.19) E41S0(6.37) E31S0(3.97) E31P0(21.93),AUFP025D AUFP2184 E2FP225B E2FP225B E2FP2105 E2FP2104 E2FP2002 E2FP2100 E2FP2090 E2FP2089 E2FP2088 E2FP2001 E2FP2087 E3FS025A E3FS2013 E3FS2012 E3FS2011 E3FS2010 EFFS025A EFFS0068 EFFS0069 EFJBJ019 EFFP0178 EFFP0179 EFFP0180 EFFP0195 EFFP0196 EFFP0197 EFFP0199 EFFP0200 EFFP0221 EFFP0220  ,,,C149,수정,0.140,E31P0,J,E41S0J540003,B048AAGASPNL,B048CCGD2107,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   8.17)-E2FP225B-(   9.83)-E2FP2105-(  10.75)-E2FP2104-(  10.81)-E2FP2002-(  11.15)-E2FP2100-(  15.58)-E2FP2090-(  16.28)-E2FP2089-(     17)-E2FP2088-(  17.62)-E2FP2001-(  17.92)-E2FP2087-(  18.36)-E3FS025A-(  19.23)-E3FS2013-(  22.01)-E3FS2012-(  23.11)-E3FS2011-(  24.43)-E3FS2010-(  24.73)-EFFS025A-(  28.34)-EFFS0068-(  28.54)-EFFS0069-(   28.7)-EFJBJ019-(  29.18)-EFFP0178-(  29.96)-EFFP0179-(  32.74)-EFFP0180-(   34.1)-EFFP0195-(  34.39)-EFFP0196-(  34.55)-EFFP0197-(  35.35)-EFFP0199-(  38.45)-EFFP0200-(  40.29)-EFFP0221-(  40.63)-EFFP0220-(  50.63)-T       ,,,,,,,,,,
433,A-GD2-9,CONT,164,HLTRS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,EF,,GAS DETECTOR,/,59,1,59,AUFP025D,3.7,EFFP0229,14,E,E31P0,E31P0,E31P0,E3FS025A,18.4,39.7,,0,C,,,ECEF,BA,AU(8.17) E2(10.19) E3(6.37) EF(33.36),H11P0(8.17) E51P0(10.19) E41S0(6.37) E31S0(3.97) E31P0(29.39),AUFP025D AUFP2184 E2FP225B E2FP225B E2FP2105 E2FP2104 E2FP2002 E2FP2100 E2FP2090 E2FP2089 E2FP2088 E2FP2001 E2FP2087 E3FS025A E3FS2013 E3FS2012 E3FS2011 E3FS2010 EFFS025A EFFS0068 EFFS0069 EFJBJ019 EFFP0178 EFFP0179 EFFP0180 EFFP0195 EFFP0196 EFFP0197 EFFP0199 EFFP0200 EFFP0222 EFFP0223 EFFP0224 EFFP0229  ,,,C149,수정,0.140,E31P0,J,E41S0J540003,B048AAGASPNL,B048CCGD2108,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   8.17)-E2FP225B-(   9.83)-E2FP2105-(  10.75)-E2FP2104-(  10.81)-E2FP2002-(  11.15)-E2FP2100-(  15.58)-E2FP2090-(  16.28)-E2FP2089-(     17)-E2FP2088-(  17.62)-E2FP2001-(  17.92)-E2FP2087-(  18.36)-E3FS025A-(  19.23)-E3FS2013-(  22.01)-E3FS2012-(  23.11)-E3FS2011-(  24.43)-E3FS2010-(  24.73)-EFFS025A-(  28.34)-EFFS0068-(  28.54)-EFFS0069-(   28.7)-EFJBJ019-(  29.18)-EFFP0178-(  29.96)-EFFP0179-(  32.74)-EFFP0180-(   34.1)-EFFP0195-(  34.39)-EFFP0196-(  34.55)-EFFP0197-(  35.35)-EFFP0199-(  38.45)-EFFP0200-(  38.63)-EFFP0222-(  39.35)-EFFP0223-(  41.99)-EFFP0224-(  44.09)-EFFP0229-(  58.09)-T       ,,,,,,,,,,
434,A-GD3-1,CONT,166,HD2,AA,,GAS SAMPLING & DETECTION MAIN PANEL,EC,,G-JB-EC,/,44,1,44,AUFP025D,3.7,ECAP0218,2,E,E51P0,E51P0,E51P0,E2FP225B,8.2,35.4,,0,C,,,ECEF,AT,AU(8.17) E2(31.72) EC(3.65),H11P0(8.17) E51P0(13.42) E52P0(18.3) M31A0(3.65),AUFP025D AUFP2184 E2FP225B E2FP225B E2FP2105 E2FP2104 E2FP2002 E2FP2101 E2FP2102 E2FP2143 E2FP2004 E2FP2005 E2FP2144 E2FP2006 E2FP2007 E2FP2160 E2FP2161 E2FP2162 E2JBJ011 E2AP1020 E2AP2017 E2AP2283 E2AP2010 E2AP0025 E2AP0026 E2AP2012 E2AP2013 E2AP2014 E2AP2015 E2AP2332 ECAP1001 ECAP0222 ECAP0217 ECAP0218  ,,,C40,수정,0.240,E52P0,J,E51P0J540003,B048AAGASPNL,E412EEGJBEC,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   8.17)-E2FP225B-(   9.83)-E2FP2105-(  10.75)-E2FP2104-(  10.81)-E2FP2002-(  13.53)-E2FP2101-(  13.79)-E2FP2102-(  14.17)-E2FP2143-(  14.65)-E2FP2004-(  16.87)-E2FP2005-(  17.27)-E2FP2144-(  17.69)-E2FP2006-(  18.65)-E2FP2007-(   20.1)-E2FP2160-(  21.27)-E2FP2161-(  21.45)-E2FP2162-(  21.59)-E2JBJ011-(  21.81)-E2AP1020-(  24.93)-E2AP2017-(  26.88)-E2AP2283-(   30.1)-E2AP2010-(  30.97)-E2AP0025-(  32.47)-E2AP0026-(  33.39)-E2AP2012-(  34.25)-E2AP2013-(  36.47)-E2AP2014-(  37.04)-E2AP2015-(  38.02)-E2AP2332-(  39.89)-ECAP1001-(   40.4)-ECAP0222-(  40.72)-ECAP0217-(  41.54)-ECAP0218-(  43.54)-T       ,,,,,,,,,,
435,A-GD3-2,CONT,166,HD2,EC,,G-JB-EC,EC,,GAS DETECTION PANEL  (GDCAB),/,31,1,31,ECAP0218,2,ECAS011B,2.9,E,M31A0,M31A0,M31A0,ECAP014B,5.5,24.8,,0,C,,CASING사급,ECEE,AC,EC(30.29),M31A0(5.47) M33A0(24.82),ECAP0218 ECAP0219 ECAP0220 ECAP0221 ECAP014B ECAP0207 ECAP0208 ECAP0209 ECAP0210 ECAP0211 ECAP0212 ECAP0213 ECAP0214 ECAP0215 ECAP0216 ECAP0205 ECAP0227 ECAP0237 ECAP0265 ECAP0258 ECAP0254 ECAS0097 ECAS0100 ECAS0099 ECAS0112 ECAS0138 ECAS011B  ,,,C9,발행,0.240,,L,M31A0L540003,E412EEGJBEC,B048DDGDCAB,ECAP0205 ,       F-(      2)-ECAP0218-(   2.98)-ECAP0219-(    3.3)-ECAP0220-(    4.8)-ECAP0221-(   5.47)-ECAP014B-(   5.73)-ECAP0207-(   5.93)-ECAP0208-(   6.17)-ECAP0209-(   6.47)-ECAP0210-(   6.83)-ECAP0211-(   7.95)-ECAP0212-(   8.17)-ECAP0213-(   8.53)-ECAP0214-(   8.97)-ECAP0215-(  10.72)-ECAP0216-(  13.83)-ECAP0205-(  15.81)-ECAP0227-(  17.81)-ECAP0237-(  18.32)-ECAP0265-(  19.93)-ECAP0258-(  21.56)-ECAP0254-(  21.91)-ECAS0097-(  23.89)-ECAS0100-(  24.33)-ECAS0099-(  24.88)-ECAS0112-(  26.58)-ECAS0138-(  27.39)-ECAS011B-(  30.29)-T       ,,,,,,,,,,
436,A-GD3-3,CONT,166,HLTRS7,EC,,G-JB-EC,EC,,GAS DETECTION PANEL  (GDCAB),/,31,1,31,ECAP0218,2,ECAS011B,2.9,E,M31A0,M31A0,M31A0,ECAP014B,5.5,24.8,,0,C,,CASING사급,ECEE,AD,EC(30.29),M31A0(5.47) M33A0(24.82),ECAP0218 ECAP0219 ECAP0220 ECAP0221 ECAP014B ECAP0207 ECAP0208 ECAP0209 ECAP0210 ECAP0211 ECAP0212 ECAP0213 ECAP0214 ECAP0215 ECAP0216 ECAP0205 ECAP0227 ECAP0237 ECAP0265 ECAP0258 ECAP0254 ECAS0097 ECAS0100 ECAS0099 ECAS0112 ECAS0138 ECAS011B  ,,,C9,발행,0.590,,L,M31A0L540003,E412EEGJBEC,B048DDGDCAB,ECAP0205 ,       F-(      2)-ECAP0218-(   2.98)-ECAP0219-(    3.3)-ECAP0220-(    4.8)-ECAP0221-(   5.47)-ECAP014B-(   5.73)-ECAP0207-(   5.93)-ECAP0208-(   6.17)-ECAP0209-(   6.47)-ECAP0210-(   6.83)-ECAP0211-(   7.95)-ECAP0212-(   8.17)-ECAP0213-(   8.53)-ECAP0214-(   8.97)-ECAP0215-(  10.72)-ECAP0216-(  13.83)-ECAP0205-(  15.81)-ECAP0227-(  17.81)-ECAP0237-(  18.32)-ECAP0265-(  19.93)-ECAP0258-(  21.56)-ECAP0254-(  21.91)-ECAS0097-(  23.89)-ECAS0100-(  24.33)-ECAS0099-(  24.88)-ECAS0112-(  26.58)-ECAS0138-(  27.39)-ECAS011B-(  30.29)-T       ,,,,,,,,,,
437,A-GD3-4,CONT,166,HLTRS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,E2,,O2 DETECTOR,/,50,1,50,AUFP025D,3.7,E2FS2057,1.7,E,E51P0,E51P0,E51P0,E2FP225B,8.2,41.8,,0,C,,,ECEF,BA,AU(8.17) E2(41.83),H11P0(8.17) E51P0(13.42) E52P0(7.09) E52S0(9.33) E51S0(11.99),AUFP025D AUFP2184 E2FP225B E2FP225B E2FP2105 E2FP2104 E2FP2002 E2FP2101 E2FP2102 E2FP2143 E2FP2004 E2FP2005 E2FP2144 E2FP2006 E2FP2007 E2FP2160 E2FP2161 E2FP2162 E2JBJ011 E2AP1020 E2AP2017 E2JBJ021 E2AS2172 E2AS2175 E2AS2166 E2FS0200 E2FS2085 E2JBJ028 E2FS2065 E2FS2063 E2FS2062 E2FS2059 E2FS2058 E2FS2057  ,,,C40,수정,0.140,E51P0,J,E51P0J540003,B048AAGASPNL,B048CCGD3101,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   8.17)-E2FP225B-(   9.83)-E2FP2105-(  10.75)-E2FP2104-(  10.81)-E2FP2002-(  13.53)-E2FP2101-(  13.79)-E2FP2102-(  14.17)-E2FP2143-(  14.65)-E2FP2004-(  16.87)-E2FP2005-(  17.27)-E2FP2144-(  17.69)-E2FP2006-(  18.65)-E2FP2007-(   20.1)-E2FP2160-(  21.27)-E2FP2161-(  21.45)-E2FP2162-(  21.59)-E2JBJ011-(  21.81)-E2AP1020-(  24.93)-E2AP2017-(  28.68)-E2JBJ021-(  30.85)-E2AS2172-(   31.9)-E2AS2175-(  32.68)-E2AS2166-(  34.83)-E2FS0200-(  35.59)-E2FS2085-(  38.01)-E2JBJ028-(  38.56)-E2FS2065-(  41.44)-E2FS2063-(   41.8)-E2FS2062-(   46.1)-E2FS2059-(   46.9)-E2FS2058-(   48.3)-E2FS2057-(     50)-T       ,,,,,,,,,,
438,A-GD3-5,CONT,166,HLTRS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,E2,,O2 DETECTOR,/,29,1,29,AUFP025D,3.7,E2FS2029,1.6,E,E51P0,E51P0,E51P0,E2FP225B,8.2,20.8,,0,C,,,ECEF,BA,AU(8.17) E2(20.78),H11P0(8.17) E51P0(10.28) E51S0(10.5),AUFP025D AUFP2184 E2FP225B E2FP225B E2FP2105 E2FP2104 E2FP2002 E2FP2101 E2FP2102 E2FP2143 E2JBJ024 E2FS2037 E2FS2032 E2FS2033 E2FS2034 E2FS2031 E2FS2029  ,,,C40,수정,0.140,E51S0,J,E51P0J540003,B048AAGASPNL,B048CCGD3102,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   8.17)-E2FP225B-(   9.83)-E2FP2105-(  10.75)-E2FP2104-(  10.81)-E2FP2002-(  13.53)-E2FP2101-(  13.79)-E2FP2102-(  14.17)-E2FP2143-(  18.45)-E2JBJ024-(  20.51)-E2FS2037-(  25.02)-E2FS2032-(  25.31)-E2FS2033-(  25.51)-E2FS2034-(   26.1)-E2FS2031-(  27.35)-E2FS2029-(  28.95)-T       ,,,,,,,,,,
439,A-GD3-6,CONT,166,HD2,AA,,GAS SAMPLING & DETECTION MAIN PANEL,E2,,EH-M,/,49,1,49,AUFP025D,3.7,E2FS2058,1.9,E,E51P0,E51P0,E51P0,E2FP225B,8.2,40.6,,0,C,,,ECEF,AT,AU(8.17) E2(40.63),H11P0(8.17) E51P0(13.42) E52P0(7.09) E52S0(9.33) E51S0(10.79),AUFP025D AUFP2184 E2FP225B E2FP225B E2FP2105 E2FP2104 E2FP2002 E2FP2101 E2FP2102 E2FP2143 E2FP2004 E2FP2005 E2FP2144 E2FP2006 E2FP2007 E2FP2160 E2FP2161 E2FP2162 E2JBJ011 E2AP1020 E2AP2017 E2JBJ021 E2AS2172 E2AS2175 E2AS2166 E2FS0200 E2FS2085 E2JBJ028 E2FS2065 E2FS2063 E2FS2062 E2FS2059 E2FS2058  ,,,C40,수정,0.240,E51P0,J,E51P0J540003,B048AAGASPNL,E403**O2ALARM1,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   8.17)-E2FP225B-(   9.83)-E2FP2105-(  10.75)-E2FP2104-(  10.81)-E2FP2002-(  13.53)-E2FP2101-(  13.79)-E2FP2102-(  14.17)-E2FP2143-(  14.65)-E2FP2004-(  16.87)-E2FP2005-(  17.27)-E2FP2144-(  17.69)-E2FP2006-(  18.65)-E2FP2007-(   20.1)-E2FP2160-(  21.27)-E2FP2161-(  21.45)-E2FP2162-(  21.59)-E2JBJ011-(  21.81)-E2AP1020-(  24.93)-E2AP2017-(  28.68)-E2JBJ021-(  30.85)-E2AS2172-(   31.9)-E2AS2175-(  32.68)-E2AS2166-(  34.83)-E2FS0200-(  35.59)-E2FS2085-(  38.01)-E2JBJ028-(  38.56)-E2FS2065-(  41.44)-E2FS2063-(   41.8)-E2FS2062-(   46.1)-E2FS2059-(   46.9)-E2FS2058-(   48.8)-T       ,,,,,,,,,,
440,A-GD3-7,CONT,166,HD2,AA,,GAS SAMPLING & DETECTION MAIN PANEL,E2,,EH-M,/,30,1,30,AUFP025D,3.7,E2FS2029,1.9,E,E51P0,E51P0,E51P0,E2FP225B,8.2,21.1,,0,C,,,ECEF,AT,AU(8.17) E2(21.08),H11P0(8.17) E51P0(10.28) E51S0(10.8),AUFP025D AUFP2184 E2FP225B E2FP225B E2FP2105 E2FP2104 E2FP2002 E2FP2101 E2FP2102 E2FP2143 E2JBJ024 E2FS2037 E2FS2032 E2FS2033 E2FS2034 E2FS2031 E2FS2029  ,,,C40,수정,0.240,E51S0,J,E51P0J540003,B048AAGASPNL,E403**O2ALARM2,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   8.17)-E2FP225B-(   9.83)-E2FP2105-(  10.75)-E2FP2104-(  10.81)-E2FP2002-(  13.53)-E2FP2101-(  13.79)-E2FP2102-(  14.17)-E2FP2143-(  18.45)-E2JBJ024-(  20.51)-E2FS2037-(  25.02)-E2FS2032-(  25.31)-E2FS2033-(  25.51)-E2FS2034-(   26.1)-E2FS2031-(  27.35)-E2FS2029-(  29.25)-T       ,,,,,,,,,,
441,A-GE1-1,CONT,24.1,HLTTS2,E3,,NO.1 G/E TERMINAL BOX,E2,,E/R ICMS FC11,/,42,1,42,E3AS2169,3.7,E3AP013C,2.6,E,E32P0,E32P0,E32P0,E3AP013C,39.1,2.6,,0,C,,,ECEF,AW,E3(4.08) EF(15.3) E3(22.28),E32S0(11.8) E32P0(7.58) E42P0(22.28),E3AS2169 EFAS014A EFAS0270 EFAS0269 EFAS0265 EFAS0266 EFJBJ010 EFAP0360 EFAP0359 EFAP0358 EFAP016C E3AP2256 E3AP2257 E3AP2258 E3AP2259 E3AP2260 E3AP2261 E3AP2005 E3AP2247 E3AP2002 E3AP2003 E3AP2004 E3AP2001 E3AP2249 E3AP2250 E3AP2251 E3AP2252 E3AP2291 E3AP2292 E3AP013C  ,,,C65,수정,0.210,E42P0,J,E42P0J540003,M592AATB1,E419AAECC,EFAP016C ,       F-(    3.7)-E3AS2169-(   4.08)-EFAS014A-(   5.31)-EFAS0270-(   7.65)-EFAS0269-(   8.47)-EFAS0265-(  10.73)-EFAS0266-(   11.8)-EFJBJ010-(  12.42)-EFAP0360-(  14.99)-EFAP0359-(  16.75)-EFAP0358-(  19.38)-EFAP016C-(  20.61)-E3AP2256-(  21.87)-E3AP2257-(  22.09)-E3AP2258-(  22.45)-E3AP2259-(  25.09)-E3AP2260-(   25.7)-E3AP2261-(  26.78)-E3AP2005-(  29.85)-E3AP2247-(  31.27)-E3AP2002-(  31.66)-E3AP2003-(  32.38)-E3AP2004-(  34.49)-E3AP2001-(  35.19)-E3AP2249-(  35.96)-E3AP2250-(  36.11)-E3AP2251-(  36.15)-E3AP2252-(  37.94)-E3AP2291-(     38)-E3AP2292-(  39.06)-E3AP013C-(  41.66)-T       ,,,,,,,,,,
442,A-GE1-11,CONT,24.1,HLM12,E3,,NO.1 G/E TERMINAL BOX,E2,,E/R ICMS FC11,/,43,1,43,E3AS2169,3.7,E3AP013A,2.6,E,E32P0,E32P0,E32P0,E3AP013A,39.7,2.6,,0,C,,,ECEF,AN,E3(4.08) EF(15.3) E3(22.9),E32S0(11.8) E32P0(7.58) E42P0(22.9),E3AS2169 EFAS014A EFAS0270 EFAS0269 EFAS0265 EFAS0266 EFJBJ010 EFAP0360 EFAP0359 EFAP0358 EFAP016C E3AP2256 E3AP2257 E3AP2258 E3AP2259 E3AP2260 E3AP2261 E3AP2005 E3AP2247 E3AP2002 E3AP2003 E3AP2004 E3AP2001 E3AP2249 E3AP2250 E3AP2251 E3AP2252 E3AP2291 E3AP0002 E3AP013A  ,,,C63,수정,0.420,E42P0,J,E42P0J540003,M592AATB1,E419AAECC,EFAP016C ,       F-(    3.7)-E3AS2169-(   4.08)-EFAS014A-(   5.31)-EFAS0270-(   7.65)-EFAS0269-(   8.47)-EFAS0265-(  10.73)-EFAS0266-(   11.8)-EFJBJ010-(  12.42)-EFAP0360-(  14.99)-EFAP0359-(  16.75)-EFAP0358-(  19.38)-EFAP016C-(  20.61)-E3AP2256-(  21.87)-E3AP2257-(  22.09)-E3AP2258-(  22.45)-E3AP2259-(  25.09)-E3AP2260-(   25.7)-E3AP2261-(  26.78)-E3AP2005-(  29.85)-E3AP2247-(  31.27)-E3AP2002-(  31.66)-E3AP2003-(  32.38)-E3AP2004-(  34.49)-E3AP2001-(  35.19)-E3AP2249-(  35.96)-E3AP2250-(  36.11)-E3AP2251-(  36.15)-E3AP2252-(  37.94)-E3AP2291-(   39.4)-E3AP0002-(  39.68)-E3AP013A-(  42.28)-T       ,,,,,,,,,,
443,A-GE1-1A,CONT,24.1,HLTTS2,E3,,NO.1 G/E TERMINAL BOX,E3,,NO.2 G/E TERMINAL BOX,/,22,1,22,E3AS2169,3.7,E3AP2280,3.7,E,E32P0,E32P0,E32P0,EFJBJ010,11.8,10.1,,0,C,,,ECEF,AW,E3(4.08) EF(13.71) E3(4.08),E32S0(11.8) E32P0(4.65) E32S0(5.42),E3AS2169 EFAS014A EFAS0270 EFAS0269 EFAS0265 EFAS0266 EFJBJ010 EFAP0360 EFAP0364 EFAP0378 EFJBJ011 EFAS014B E3AP2280  ,,,C199,수정,0.210,E32S0,J,E32P0J540003,M592AATB1,M592BBTB2,,       F-(    3.7)-E3AS2169-(   4.08)-EFAS014A-(   5.31)-EFAS0270-(   7.65)-EFAS0269-(   8.47)-EFAS0265-(  10.73)-EFAS0266-(   11.8)-EFJBJ010-(  12.42)-EFAP0360-(  13.93)-EFAP0364-(  15.83)-EFAP0378-(  16.45)-EFJBJ011-(  17.79)-EFAS014B-(  18.17)-E3AP2280-(  21.87)-T       ,,,,,,,,,,
